date,temp_high,temp_low,precipitation,snowfall,precip_hours
2025-07-18,85.6,72.1,0.0,0.0,0.0
2025-07-19,83.9,70.5,0.0,0.0,0.0
2025-07-20,92.3,74.0,0.043,0.0,4.0
2025-07-21,88.2,70.3,0.0,0.0,0.0
2025-07-22,83.2,66.9,0.0,0.0,0.0
2025-07-23,84.2,68.4,0.0,0.0,0.0
2025-07-24,88.3,68.2,0.0,0.0,0.0
2025-07-25,97.1,76.3,0.165,0.0,4.0
2025-07-26,88.4,73.9,0.0,0.0,0.0
2025-07-27,87.3,72.2,0.217,0.0,10.0
2025-07-28,94.3,74.0,0.0,0.0,0.0
2025-07-29,101.2,76.9,0.0,0.0,0.0
2025-07-30,99.8,80.3,0.102,0.0,4.0
2025-07-31,87.7,66.6,0.402,0.0,16.0
2025-08-01,73.3,64.0,0.055,0.0,9.0
2025-08-02,77.7,62.4,0.0,0.0,0.0
2025-08-03,82.7,61.9,0.0,0.0,0.0
2025-08-04,92.0,63.3,0.0,0.0,0.0
2025-08-05,86.6,68.8,0.008,0.0,1.0
2025-08-06,83.6,69.2,0.035,0.0,6.0
2025-08-07,83.0,66.2,0.012,0.0,2.0
2025-08-08,83.1,63.2,0.0,0.0,0.0
2025-08-09,86.9,64.0,0.0,0.0,0.0
2025-08-10,92.6,66.0,0.0,0.0,0.0
2025-08-11,90.6,70.4,0.0,0.0,0.0
2025-08-12,92.9,71.0,0.0,0.0,0.0
2025-08-13,90.7,74.9,0.228,0.0,8.0
2025-08-14,87.7,72.9,0.087,0.0,3.0
2025-08-15,90.7,72.9,0.0,0.0,0.0
2025-08-16,87.4,73.3,0.13,0.0,4.0
2025-08-17,95.6,71.9,0.138,0.0,5.0
2025-08-18,74.4,65.2,0.0,0.0,0.0
2025-08-19,76.2,63.6,0.0,0.0,0.0
2025-08-20,72.3,60.2,0.142,0.0,11.0
2025-08-21,70.9,59.8,0.004,0.0,1.0
2025-08-22,80.3,59.0,0.0,0.0,0.0
2025-08-23,82.7,63.5,0.0,0.0,0.0
2025-08-24,79.5,64.0,0.008,0.0,2.0
2025-08-25,88.5,67.2,0.0,0.0,0.0
2025-08-26,80.9,63.8,0.0,0.0,0.0
2025-08-27,76.8,61.9,0.004,0.0,1.0
2025-08-28,80.6,59.9,0.0,0.0,0.0
2025-08-29,81.2,64.7,0.0,0.0,0.0
2025-08-30,78.0,57.6,0.0,0.0,0.0
2025-08-31,81.1,58.8,0.0,0.0,0.0
2025-09-01,78.8,61.6,0.0,0.0,0.0
2025-09-02,80.4,61.8,0.0,0.0,0.0
2025-09-03,80.6,60.3,0.0,0.0,0.0
2025-09-04,77.8,61.4,0.22,0.0,9.0
2025-09-05,83.0,65.4,0.098,0.0,3.0
2025-09-06,86.3,65.7,0.933,0.0,12.0
2025-09-07,69.2,62.1,0.827,0.0,14.0
2025-09-08,70.7,55.7,0.0,0.0,0.0
2025-09-09,71.1,55.8,0.0,0.0,0.0
2025-09-10,69.1,59.3,0.126,0.0,5.0
2025-09-11,79.6,59.6,0.0,0.0,0.0
2025-09-12,80.3,61.2,0.0,0.0,0.0
2025-09-13,80.6,62.0,0.004,0.0,1.0
2025-09-14,85.0,63.1,0.0,0.0,0.0
2025-09-15,82.3,64.4,0.0,0.0,0.0
2025-09-16,75.7,63.4,0.0,0.0,0.0
2025-09-17,70.7,62.7,0.157,0.0,9.0
2025-09-18,80.5,64.5,0.004,0.0,1.0
2025-09-19,81.9,64.8,0.0,0.0,0.0
2025-09-20,73.7,57.7,0.0,0.0,0.0
2025-09-21,72.1,57.5,0.0,0.0,0.0
2025-09-22,72.9,53.9,0.0,0.0,0.0
2025-09-23,84.5,62.2,0.366,0.0,7.0
2025-09-24,79.1,65.2,0.189,0.0,6.0
2025-09-25,74.9,67.6,2.004,0.0,18.0
2025-09-26,79.2,65.5,0.0,0.0,0.0
2025-09-27,75.7,62.3,0.016,0.0,2.0
2025-09-28,82.2,63.8,0.028,0.0,1.0
2025-09-29,75.0,62.8,0.0,0.0,0.0
2025-09-30,77.7,62.6,0.0,0.0,0.0
2025-10-01,68.5,53.5,0.0,0.0,0.0
2025-10-02,66.2,49.4,0.0,0.0,0.0
2025-10-03,72.1,48.9,0.0,0.0,0.0
2025-10-04,81.6,54.4,0.0,0.0,0.0
2025-10-05,85.3,59.0,0.0,0.0,0.0
2025-10-06,81.1,59.4,0.0,0.0,0.0
2025-10-07,81.0,62.9,0.0,0.0,0.0
2025-10-08,70.6,56.0,0.272,0.0,11.0
2025-10-09,58.5,46.8,0.0,0.0,0.0
2025-10-10,61.3,41.1,0.0,0.0,0.0
2025-10-11,66.0,50.8,0.047,0.0,4.0
2025-10-12,61.8,55.4,0.63,0.0,14.0
2025-10-13,58.3,53.9,1.213,0.0,17.0
2025-10-14,60.8,53.9,0.016,0.0,4.0
2025-10-15,67.6,52.4,0.0,0.0,0.0
2025-10-16,59.4,45.0,0.0,0.0,0.0
2025-10-17,62.6,45.0,0.0,0.0,0.0
2025-10-18,63.6,43.8,0.0,0.0,0.0
2025-10-19,69.4,49.8,0.0,0.0,0.0
2025-10-20,67.8,53.2,0.276,0.0,11.0
2025-10-21,66.5,46.9,0.039,0.0,2.0
2025-10-22,61.9,51.3,0.087,0.0,7.0
2025-10-23,58.7,47.3,0.0,0.0,0.0
2025-10-24,59.1,43.3,0.0,0.0,0.0
2025-10-25,57.9,43.1,0.0,0.0,0.0
2025-10-26,58.0,45.1,0.0,0.0,0.0
2025-10-27,55.2,38.8,0.0,0.0,0.0
2025-10-28,54.8,39.7,0.0,0.0,0.0
2025-10-29,57.5,45.0,0.0,0.0,0.0
2025-10-30,61.2,51.0,1.661,0.0,22.0
2025-10-31,56.8,50.0,0.0,0.0,0.0
2025-11-01,57.8,45.8,0.0,0.0,0.0
2025-11-02,58.5,39.6,0.0,0.0,0.0
2025-11-03,56.9,43.2,0.0,0.0,0.0
2025-11-04,58.4,46.0,0.0,0.0,0.0
2025-11-05,64.0,40.3,0.039,0.0,2.0
2025-11-06,54.3,40.5,0.0,0.0,0.0
2025-11-07,59.0,34.8,0.0,0.0,0.0
2025-11-08,64.7,52.0,0.244,0.0,8.0
2025-11-09,61.2,47.0,0.012,0.0,3.0
2025-11-10,56.4,35.1,0.516,0.0,12.0
2025-11-11,39.8,33.4,0.024,0.193,4.0
2025-11-12,48.1,36.0,0.004,0.0,1.0
2025-11-13,50.6,41.1,0.008,0.0,2.0
2025-11-14,49.8,37.5,0.0,0.0,0.0
2025-11-15,47.9,34.2,0.173,0.0,1.0
2025-11-16,54.9,38.8,0.004,0.0,1.0
2025-11-17,42.8,34.5,0.004,0.0,1.0
2025-11-18,45.8,33.8,0.0,0.0,0.0
2025-11-19,46.8,35.4,0.142,0.138,9.0
2025-11-20,45.9,32.2,0.0,0.0,0.0
2025-11-21,51.3,37.0,0.0,0.0,0.0
2025-11-22,51.4,38.2,0.224,0.0,10.0
2025-11-23,45.4,30.6,0.0,0.0,0.0
2025-11-24,52.2,39.5,0.0,0.0,0.0
2025-11-25,55.4,37.2,0.516,0.0,9.0
2025-11-26,59.4,50.5,0.059,0.0,4.0
2025-11-27,48.5,35.6,0.0,0.0,0.0
2025-11-28,42.1,32.5,0.0,0.0,0.0
2025-11-29,42.3,32.2,0.0,0.0,0.0
2025-11-30,40.7,32.1,0.11,0.0,7.0
2025-12-01,42.9,30.8,0.0,0.0,0.0
2025-12-02,37.3,29.8,0.673,0.165,11.0
2025-12-03,39.6,29.8,0.0,0.0,0.0
2025-12-04,41.6,23.7,0.004,0.028,1.0
2025-12-05,30.0,19.6,0.0,0.0,0.0
2025-12-06,40.1,29.1,0.012,0.055,3.0
2025-12-07,40.8,29.5,0.0,0.0,0.0
2025-12-08,35.4,22.4,0.0,0.0,0.0
2025-12-09,31.5,18.7,0.0,0.0,0.0
2025-12-10,43.1,31.0,0.118,0.0,7.0
2025-12-11,39.0,27.7,0.0,0.0,0.0
2025-12-12,34.5,23.0,0.0,0.0,0.0
2025-12-13,38.2,24.4,0.035,0.248,5.0
2025-12-14,32.6,17.5,0.425,3.004,13.0
2025-12-15,26.8,16.9,0.0,0.0,0.0
2025-12-16,28.0,17.3,0.0,0.0,0.0
2025-12-17,40.3,20.8,0.0,0.0,0.0
2025-12-18,45.3,25.0,0.0,0.0,0.0
2025-12-19,57.3,29.9,1.0,0.0,14.0
2025-12-20,36.6,28.4,0.0,0.0,0.0
2025-12-21,45.8,28.0,0.0,0.0,0.0
2025-12-22,37.4,27.1,0.0,0.0,0.0
2025-12-23,36.8,32.6,0.134,0.717,12.0
2025-12-24,45.0,29.9,0.0,0.0,0.0
2025-12-25,46.6,27.0,0.0,0.0,0.0
2025-12-26,27.0,20.9,0.295,2.012,7.0
2025-12-27,30.6,17.8,0.177,1.185,11.0
2025-12-28,34.3,11.4,0.035,0.0,3.0
2025-12-29,45.0,28.5,0.15,0.0,7.0
2025-12-30,31.5,26.1,0.0,0.0,0.0
2025-12-31,31.8,25.6,0.0,0.0,0.0
2026-01-01,33.1,19.4,0.067,0.469,4.0
2026-01-02,29.0,19.6,0.012,0.083,3.0
2026-01-03,30.6,20.0,0.0,0.0,0.0
2026-01-04,33.6,24.4,0.012,0.083,3.0
2026-01-05,33.6,23.1,0.035,0.248,2.0
2026-01-06,38.7,28.4,0.012,0.0,1.0
2026-01-07,47.6,33.7,0.008,0.0,2.0
